Record Length,Analog:3500,
Sample Interval,Analog:2.000000E-09,
Vertical Units,CH1:V, CH2:V, CH3:V,,
Vertical Scale,CH1:+2.000000E+00, CH2:+5.000000E-02, CH3:+2.000000E+00,,
Vertical Offset,CH1:+0.000000E+00, CH2:+0.000000E+00, CH3:+0.000000E+00,,
Horizontal Units,us,
Horizontal Scale,+5.000000E-01,
Model Number,T3DSO1204 ,
Serial Number,T0101C21531109,
Software Version,8.3.6.1.37R8,
Source,CH1,CH2,CH3
Second,Value,Value,Value
-6.440000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.420000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-6.400000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-6.380000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-6.360000E-07,-8.000000E-02,-2.000000E-03,-8.000000E-02
-6.340000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-6.320000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.300000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.280000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.260000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-6.240000E-07,-8.000000E-02,-2.000000E-03,-8.000000E-02
-6.220000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-6.200000E-07,-8.000000E-02,-2.000000E-03,-8.000000E-02
-6.180000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-6.160000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-6.140000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-6.120000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-6.100000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-6.080000E-07,-8.000000E-02,-2.000000E-03,+0.000000E+00
-6.060000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.040000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-6.020000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-6.000000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.980000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-5.960000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.940000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-5.920000E-07,-8.000000E-02,-2.000000E-03,+0.000000E+00
-5.900000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.880000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.860000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.840000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.820000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-5.800000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-5.780000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.760000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.740000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.720000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.700000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.680000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.660000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.640000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.620000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.600000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.580000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.560000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.540000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.520000E-07,-8.000000E-02,-2.000000E-03,-8.000000E-02
-5.500000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.480000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.460000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.440000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-5.420000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.400000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-5.380000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-5.360000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-5.340000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-5.320000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.300000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.280000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-5.260000E-07,-8.000000E-02,-2.000000E-03,-8.000000E-02
-5.240000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.220000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.200000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.180000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-5.160000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-5.140000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-5.120000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.100000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.080000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.060000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-5.040000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-5.020000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-5.000000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.980000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.960000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.940000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.920000E-07,-8.000000E-02,-2.000000E-03,-8.000000E-02
-4.900000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.880000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.860000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.840000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.820000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-4.800000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.780000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.760000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-4.740000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-4.720000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.700000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.680000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.660000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.640000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.620000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.600000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-4.580000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.560000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.540000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.520000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-4.500000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.480000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.460000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.440000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.420000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.400000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.380000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.360000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.340000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.320000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-4.300000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.280000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.260000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-4.240000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.220000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-4.200000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-4.180000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.160000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.140000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.120000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-4.100000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-4.080000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.060000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-4.040000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.020000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-4.000000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.980000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.960000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-3.940000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-3.920000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.900000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.880000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.860000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-3.840000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.820000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.800000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.780000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-3.760000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-3.740000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.720000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.700000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.680000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.660000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.640000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.620000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.600000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.580000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.560000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-3.540000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.520000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.500000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.480000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-3.460000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-3.440000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.420000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.400000E-07,-8.000000E-02,-2.000000E-03,+0.000000E+00
-3.380000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.360000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.340000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-3.320000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-3.300000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-3.280000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.260000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.240000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.220000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.200000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.180000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.160000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.140000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.120000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.100000E-07,-8.000000E-02,+0.000000E+00,+0.000000E+00
-3.080000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.060000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-3.040000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.020000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-3.000000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-2.980000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-2.960000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-2.940000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.920000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.900000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.880000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-2.860000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.840000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-2.820000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.800000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-2.780000E-07,-8.000000E-02,+0.000000E+00,-8.000000E-02
-2.760000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-2.740000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.720000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-2.700000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-2.680000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-2.660000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-2.640000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.620000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.600000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-2.580000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.560000E-07,-1.600000E-01,+0.000000E+00,+0.000000E+00
-2.540000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
-2.520000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-2.500000E-07,-1.600000E-01,-2.000000E-03,-8.000000E-02
-2.480000E-07,-1.600000E-01,+0.000000E+00,-8.000000E-02
-2.460000E-07,-1.600000E-01,-2.000000E-03,+0.000000E+00
